"pid","brand","category","price","season","subcategory","subsubcategory","numeric_size","count_size"
"b7088f362bfd86e","others","Outerwear",70.3,"Winter","Adult","Puff Jacket",0,4
"b713b0d950aa4ad","RhythmWear","Tops",50.98,"Summer","Adult","Quick-Sleeve Top",0,5
"b71815e55232b36","MetalMold","Tops",46.942,"Summer","Adult","Quick-Sleeve Top",0,4
"b723e34af252aaf","MetroMaven","Sweaters",57.44,"Winter","Adult","Hood Top",0,4
"b72e9008a991763","BlueRidge","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"b741fd280b75177","PlaidCrafters","Sweaters",59.3,"Summer","Adult","Waist Wrap",0,4
"b744c6cdab73d15","FrontlineStyles","Trousers",57.449,"Summer","Adult","Lounge Pants",1,21
"b7457126b3c256d","PineAndFern","Miscellaneous",42.65,"Winter","Adult","Carry-All",1,1
"b74b60db7867ce1","others","Outerwear",63.58,"Winter","Adult","Light Outer",0,4
"b74f7168076e355","SkyWing","Tops",52.588,"Winter","Adult","Sporty Short-Sleeve",0,5
"b75f2e88e4da669","CanvasCraft","Button-Ups",53.99,"Summer","Adult","Relaxed Short-Sleeve",0,1
"b7619a356f8aeac","MetroMaven","Sweaters",57.44,"Winter","Adult","High-Neck",0,4
"b767e7e372343a4","DocMan","Button-Ups",53.991,"Summer","Adult","Business Long-Sleeve",1,8
"b769e95fd8c850e","OceanSketch Elite","Button-Ups",50.97,"Winter","Petite","Hip Long-Sleeve",0,5
"b77063971057f3a","GeoStyles","Footwear",63.578,"Winter","Adult","Walkers",1,5
"b77b0bbbbb57947","Blend&Woven","Trousers",50.975,"Summer","Adult","Mini Pants",1,8
"b77b73ae229a7f6","TurboTrend","Footwear",55.255,"Summer","Adult","Fancy Feet",1,6
"b7809f92e830048","EchoStyles","Sweaters",58.318,"Winter","Adult","Round-Top",0,4
"b782f3d87f8198c","OceanSketch Elite","Button-Ups",50.972,"Winter","Petite","Hip Long-Sleeve",0,5
"b787340989d2234","Blend&Woven","Sweaters",53.99,"Summer","Adult","Warm Top",0,5
"b79414a836cf2e2","BlueRiver Co.","Miscellaneous",50.99,"Summer","Petite","Tie-Up",1,1
"b79493418b0994d","SkyWing","Tops",44.267,"Summer","Adult","Quick-Sleeve Top",0,3
"b795e36deaeb0eb","PineAndFern","Button-Ups",55.258,"Summer","Adult","Double Layer",0,4
"b798d7ec70a76c8","VisionMakers","Tops",57.94,"Summer","Adult","Sporty Short-Sleeve",0,3
"b79a757b0499764","MetroMaven","Tops",52.57,"Summer","Adult","Sporty Short-Sleeve",0,4
"b79ca99ab501ee2","TargetStyles","Trousers",53.99,"Summer","Petite","Blue Threads",1,11
"b79e76f03f0c33b","SkyWing","Footwear",59.297,"Summer","Adult","Walkers",1,6
"b7a215b512d5334","OldVine Styles","Button-Ups",49.12,"Summer","Petite","Relaxed Short-Sleeve",0,6
"b7a3084e2f2ef7b","CanvasCraft","Sweaters",57.44,"Winter","Adult","Seafarer Top",0,2
"b7b3ecedfd6d7c8","VisionMakers","High-End Items",65.765,"Winter","End Items","Round-Top",1,4
"b7bd91874fb3002","OceanSketch Elite","Button-Ups",50.973,"Winter","Petite","Hip Long-Sleeve",0,6
"b7ccd4523c8e64d","OliveSlate","Sweaters",53.985,"Winter","Adult","Warm Top",0,4
"b7d0936471c4259","CanvasCraft","Button-Ups",53.99,"Winter","Adult","Relaxed Long-Sleeve",0,5
"b7da22e6d690bd5","MetroMaven","Trousers",52.56,"Summer","Adult","Mini Pants",0,3
"b7dbb3be048ea43","SilkLeaf","Button-Ups",65.252,"Winter","Adult","Business Long-Sleeve",1,5
"b7dd68e71eab427","CanvasCraft","Button-Ups",52.566,"Summer","Adult","Relaxed Short-Sleeve",0,5
"b7e0afda44f2141","CanvasCraft","Sweaters",55.26,"Winter","Adult","Round-Top",0,1
"b7e40e070112a89","MetroMaven","Sweaters",58.4,"Winter","Adult","Seafarer Top",0,4
"b7fb8a4f86d582f","ZenithMan","Sweaters",60.123,"Winter","Adult","Seafarer Top",0,4
"b7fce5c358ee023","OceanSketch Elite","Tops",46.938,"Summer","Petite","Sporty Short-Sleeve",0,5
"b80206e068466a6","AzureMeat","Tops",60.125,"Winter","Adult","Sporty Long-Sleeve",0,4
"b8044e702808134","DocMan","Miscellaneous",44.26,"Summer","Adult","Tie-Up",1,1
"b809f618ec1993a","AzureMeat","Sweaters",60.902,"Winter","Adult","Seafarer Top",0,4
"b80b914273dae34","AzureStone","Outerwear",64.72,"Winter","Adult","Puff Jacket",1,5
"b80e4dfc29b2106","VisionMakers","Sweaters",60.9,"Summer","Adult","Warm Top",0,5
"b81048bd93c6ff5","RhythmWear","Tops",51.814,"Summer","Adult","Quick-Sleeve Top",0,5
"b81dbe8840e5219","PedalPrime","Footwear",59.296,"Winter","Adult","Chill Steps",1,7
"b82030f994568c0","MeadowMaster","Sweaters",60.048,"Winter","Adult","Waist Wrap",0,4
"b820b68074010af","DocMan","Blazers",69.588,"Winter","Adult","Formal Jacket",1,6
"b8272128700f502","EchoStyles","Trousers",60.83,"Winter","Adult","Blue Threads",1,1
"b82770166e62339","RhythmWear","Miscellaneous",50.81,"Winter","Adult","Top Covers",1,1
"b840717a944ea1f","RhythmWear","Trousers",58.864,"Summer","Adult","Mini Pants",0,5
"b847b09e4e9b98d","AzureMeat","Sweaters",57.445,"Winter","Adult","Hood Top",0,4
"b84ca112763acf3","HatMasters","Miscellaneous",52.58,"Winter","Adult","Hand Covers",0,3
"b84d618c520b24e","SkyWing","Tops",50.99,"Summer","Adult","Sporty Short-Sleeve",0,1
"b84f9c5019379a7","MetroMaven","Trousers",58.403,"Summer","Adult","Lounge Bottoms",0,3
"b8511f645feb691","MoonWear","Button-Ups",53.992,"Summer","Adult","Business Long-Sleeve",0,4
"b851c8f7d503bf2","GeoStyles","Footwear",63.578,"Winter","Adult","Fancy Feet",1,6
"b856dcfff7337f8","PineAndFern","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,4
"b86182e24d9348c","FrontlineStyles","Sweaters",59.3,"Winter","Adult","Waist Wrap",0,5
"b86d13e89a22121","DarkHarbor","Sweaters",52.57,"Winter","Petite","Warm Top",0,6
"b8750fd566b127a","AzureStone","Sweaters",56.408,"Winter","Adult","High-Neck",0,4
"b8791011b569435","MetroMaven","Tops",53.987,"Winter","Adult","Sporty Short-Sleeve",0,4
"b87e78782b470e7","BigStone","Tops",65.255,"Winter","Adult","Sporty Long-Sleeve",1,4
"b8830a9712437df","FrontlineStyles","Tops",44.263,"Summer","Adult","Quick-Sleeve Top",0,3
"b889ecb70848a4e","SkyGuard","Outerwear",67.618,"Winter","Adult","Puff Jacket",0,4
"b890847c42dc4ae","VisionMakers","Trousers",65.518,"Summer","Adult","Business Bottoms",1,4
"b8a539e6c4510a7","MetroMaven","Tops",53.99,"Winter","Adult","Sporty Short-Sleeve",0,4
"b8aae893524c02c","CloudNine","Footwear",62.311,"Winter","Adult","Walkers",1,7
"b8af625b6590739","PeakStyles","Button-Ups",53.994,"Summer","Adult","Business Long-Sleeve",1,8
"b8b202fcd3176fc","SoftTrend","Sweaters",60.125,"Winter","Adult","Waist Wrap",0,4
"b8bb8fab931a14f","BlueRidge","Sweaters",57.44,"Summer","Adult","Warm Top",0,5
"b8c03f0c1581d29","SpeedThreads","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"b8c511ac4dddd98","PineAndFern","Sweaters",52.585,"Winter","Adult","Round-Top",0,4
"b8c7f100f10b5b5","MeadowMaster","Trousers",51.803,"Summer","Adult","Water Shorts",0,3
"b8cb3d72370cc13","CanvasCraft","Button-Ups",52.58,"Summer","Adult","Relaxed Short-Sleeve",0,1
"b8ce203ba70d233","EchoStyles","Sweaters",58.32,"Winter","Adult","Round-Top",0,4
"b8d05bbc2960aae","FrontlineStyles","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"b8d11d7c4a2892f","UrbanAce","Sweaters",58.405,"Winter","Adult","Warm Top",0,4
"b8d27820b1f2382","AzureMeat","Tops",46.93,"Summer","Adult","Quick-Sleeve Top",0,4
"b8d73af053b272c","MeadowMaster","Sweaters",60.05,"Summer","Adult","Hood Top",0,3
"b8d7ebaedfa6fd0","MetroMaven","Tops",46.925,"Summer","Adult","Quick-Sleeve Top",0,4
"b8de797c0674272","RavenRock","Footwear",62.96,"Summer","Adult","Walkers",1,6
"b8df50d399f6962","RosePath","Trousers",70.96,"Winter","Adult","Blue Threads",1,7
"b8df80a4c2c93ac","TulipTread","Footwear",66.25,"Winter","Adult","Fancy Feet",1,9
"b8e4f2e6043e97c","Blend&Woven","Trousers",58.408,"Summer","Adult","Blue Threads",1,11
"b8e824f184d71f6","PineAndFern","Miscellaneous",38.67,"Summer","Adult","Top Covers",1,1
"b8e972c17b91fed","others","Trousers",64.72,"Winter","Adult","Blue Threads",1,6
"b8e9cbd18bd086f","SkyWing","Sweaters",52.578,"Winter","Adult","Round-Top",0,5
"b8eb3a577b84b36","PlaidCrafters","Sweaters",58.41,"Winter","Adult","Plunge Top",0,5
"b8ecdcc089b4d88","SkyWing","Tops",44.26,"Summer","Adult","Quick-Sleeve Top",0,1
"b8ed4ee89d19943","VisionMakers","Outerwear",69.55,"Summer","Adult","Light Outer",1,5
"b8fed330b6f7bbd","SkyWing","Button-Ups",52.574,"Summer","Adult","Relaxed Short-Sleeve",0,5
"b902a6f265092f2","NullLabel","Trousers",34.67,"Winter","Petite","Business Bottoms",0,1
"b90ad25e086e7ee","ZenithMan","Sweaters",57.448,"Winter","Adult","Round-Top",0,4
"b915e159ccad2bc","Blend&Woven","Sweaters",53.994,"Winter","Adult","Warm Top",0,5
"b91a005c4b10804","OliveSlate","Trousers",55.25,"Winter","Adult","Mixable Bottoms",0,4
"b91ee403ad2fe7b","DocMan","Button-Ups",52.577,"Summer","Adult","Business Long-Sleeve",1,7
"b927af2c612706b","MoonWear","Trousers",60.118,"Winter","Adult","Lounge Pants",1,5
"b92910b04aa0e78","StreamStride","Footwear",65.77,"Summer","Adult","Walkers",1,1
"b92bb5e48ae44bd","AzureMeat","Trousers",50.972,"Summer","Adult","Mini Pants",0,4
"b92fa0ec9fea642","MetalMold","Button-Ups",54.002,"Summer","Adult","Relaxed Long-Sleeve",0,4
"b931ad715c74ba1","BlueRidge","Sweaters",59.294,"Winter","Adult","Waist Wrap",0,5
"b937750fce1c62b","PedalPrime","Footwear",60.121,"Summer","Adult","Walkers",1,7
"b937bb2b9a9e19b","HatMasters","Miscellaneous",55.147,"Winter","Adult","Hand Covers",0,3
"b939e5742238a03","RhythmWear","Tops",51.806,"Summer","Adult","Quick-Sleeve Top",0,5
"b93a2ad45137b47","SpeedThreads","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,4
"b93b468e93d72e7","DocMan","Button-Ups",50.97,"Winter","Adult","Business Long-Sleeve",1,1
"b942de6fe2ff62d","Blend&Woven","Sweaters",58.406,"Winter","Adult","Round-Top",0,5
"b94b71d984a4446","CanvasCraft","Outerwear",64.72,"Summer","Adult","Light Outer",1,2
"b9548eddc55174e","TurboTrend","Footwear",55.257,"Winter","Adult","Walkers",1,6
"b9551105dca3410","CanvasCraft","Tops",52.584,"Summer","Adult","Sporty Short-Sleeve",0,5
"b95a05c00bd4f5c","others","Trousers",55.25,"Summer","Petite","Lounge Pants",1,1
"b95ae1c7fcc0795","Blend&Woven","Trousers",57.445,"Winter","Adult","Blue Threads",1,13
"b95bc6fd66086c8","TulipTread","Footwear",64.72,"Winter","Adult","Walkers",1,1
"b95bd25be7f8dc4","BlueRiver Co.","Blazers",70.292,"Winter","Petite","Mixable Jacket",1,5
"b95c35db8378fff","StreamStride","Footwear",66.253,"Winter","Adult","Fancy Feet",1,7
"b970b3085a9d54f","RefreshStyles","Footwear",61.626,"Winter","Adult","Walkers",1,5
"b973b0516df56ff","SkyWing","Tops",50.976,"Summer","Adult","Sporty Short-Sleeve",0,5
"b97524cd5dd4d0c","RhythmWear","Trousers",59.718,"Winter","Adult","Lounge Bottoms",0,4
"b9842dd563abff9","AzureWorks","Blazers",63.576,"Summer","Adult","Formal Jacket",1,5
"b989843e62fcbb5","PedalPrime","Footwear",60.124,"Winter","Adult","Walkers",1,7
"b990786e835e19f","SkyWing","Tops",49.134,"Summer","Adult","Sporty Short-Sleeve",0,5
"b990b84e6c31fc0","DocMan","Button-Ups",55.26,"Winter","Adult","Business Long-Sleeve",0,2
"b995d9f136d6dc2","others","Sweaters",52.576,"Summer","Petite","Warm Top",0,5
"b99ca5eeb3e8cfa","CanvasCraft","Sweaters",57.44,"Summer","Adult","Plunge Top",0,1
"b99dafa3ba1771e","FrontlineStyles","Miscellaneous",44.24,"Summer","Adult","Waist Hold",1,1
"b9a2d04a54f4108","GeoStyles","Footwear",62.958,"Summer","Adult","Chill Steps",1,5
"b9aa2ff5916b741","ZenithMan","Footwear",65.258,"Winter","Adult","Walkers",1,6
"b9adfdd8246b754","AzureWorks","Tops",53.987,"Winter","Adult","Sporty Long-Sleeve",0,4
"b9ae5275c4133ce","VolcanoWear","Outerwear",65.252,"Summer","Adult","Light Outer",0,4
"b9b21f86eb529f5","ChillCube","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"b9b6112d6dc2afb","CanvasCraft","Tops",52.582,"Summer","Adult","Sporty Short-Sleeve",0,5
"b9c2bcd1d99bbc6","SkyWing","Sweaters",59.298,"Summer","Adult","Waist Wrap",0,5
"b9c74f687ca55f2","BlueRiver Co.","Formal Attire",74.572,"Winter","Petite","Formal Set",1,5
"b9c75b4a1900482","CanvasCraft","Sweaters",53.99,"Summer","Adult","Round-Top",0,2
"b9ce133d0cbad47","StreamStride","Footwear",65.766,"Winter","Adult","Walkers",1,7
"b9cf3c358197ced","MoonWear","Trousers",59.296,"Winter","Adult","Mixable Bottoms",1,5
"b9d366a05bd4eed","SkyWing","Outerwear",62.313,"Winter","Adult","Puff Jacket",0,3
"b9de8baf7f7d13a","EchoStyles","Trousers",59.214,"Winter","Adult","Lounge Pants",1,5
"b9e80abb64ea3f8","SnowPeak","Sweaters",61.625,"Winter","Adult","Round-Top",0,4
"b9ed6b377fdbc40","BlueRiver Co.","Tops",53.99,"Summer","Petite","Sporty Short-Sleeve",0,1
"b9f0bcdbd97ab38","PedalPrime","Sweaters",58.408,"Winter","Adult","High-Neck",0,5
"b9f68634c3441dc","MetroMaven","Trousers",50.968,"Summer","Adult","Water Shorts",0,4
"b9fa0e4d91ca909","DarkHarbor","Tops",49.12,"Summer","Petite","Sporty Short-Sleeve",0,6
"ba07136c4fbe43e","LunarLuxe","Tops",46.935,"Winter","Adult","Quick-Sleeve Top",0,4
"ba0b94cba0bf034","VisionMakers","Trousers",63.517,"Summer","Adult","Lounge Bottoms",0,3
"ba136de79173319","RhythmWear","Tops",54.642,"Summer","Adult","Sporty Short-Sleeve",0,5
"ba16cca0bdd7de2","BlueRiver Co.","Footwear",63.58,"Summer","Petite","Walkers",1,7
"ba2e4d2ccf41e09","EchoStyles","Trousers",58.315,"Summer","Adult","Lounge Bottoms",0,4
"ba3c9daf5c51f91","CanvasCraft","Trousers",50.98,"Summer","Adult","Mini Pants",1,2
"ba4045f5395d6f3","AzureStone","Trousers",57.448,"Summer","Adult","Utility Pants",1,19
"ba428b0b79eb915","AzureStone","Trousers",55.259,"Winter","Adult","Utility Pants",1,19
"ba49f3d7f489b14","LunarLuxe","Sweaters",53.992,"Summer","Adult","Warm Top",0,4
"ba5620f123a5ac5","Blend&Woven","Trousers",57.445,"Winter","Adult","Lounge Pants",1,6
"ba621b67239cd3e","MeadowMaster","Sweaters",62.248,"Winter","Adult","Plunge Top",0,4
"ba7528bd87b7e95","MoonWear","Button-Ups",55.263,"Summer","Adult","Business Long-Sleeve",0,3
"ba75d56aedf4597","MeadowMaster","Sweaters",61.558,"Summer","Adult","Waist Wrap",0,4
"ba7eb6837628271","MetroMaven","Footwear",55.25,"Summer","Adult","Walkers",1,5
"ba7f8b1616da294","TulipTread","Miscellaneous",53.99,"Winter","Adult","Sleek Belt",1,1
"ba807827e2b59b0","WillowWalk","Footwear",67.614,"Winter","Adult","High-Cuts",1,5
"ba88e8aea358272","SkyGuard","Tops",46.925,"Summer","Adult","Quick-Sleeve Top",0,4
"ba8c72cd2c173bc","OldVine Styles","Blazers",62.965,"Winter","Petite","Formal Jacket",1,2
"ba9186a073b1c25","TimelessMan","Blazers",75.36,"Winter","Adult","Formal Jacket",1,5
"ba92ac7b9f01b86","PlaidCrafters","Tops",53.996,"Summer","Adult","Sporty Short-Sleeve",0,5
"ba98c9820eba991","AzureMeat","Tops",46.94,"Summer","Adult","Quick-Sleeve Top",0,4
"baa17c76a4c9a5d","MetroMaven","Tops",53.984,"Summer","Adult","Sporty Short-Sleeve",0,5
"baaea1cb89e90c3","UrbanAce","Tops",55.252,"Winter","Adult","Sporty Long-Sleeve",0,5
"bace2b44062e93e","MetalMold","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,2
"bace89e654ea757","DocMan","Sweaters",62.96,"Summer","Adult","Waist Wrap",0,4
"bad1438837f0317","SoftTrend","Tops",53.992,"Summer","Adult","Sporty Short-Sleeve",0,4
"bad2305722136ab","MeadowMaster","Tops",50.81,"Summer","Adult","Quick-Sleeve Top",0,4
"bad4b8e4c881c1a","OceanSketch Elite","Blazers",60.899,"Summer","Petite","Formal Jacket",1,7
"bad4c0feef5bcd4","CanvasCraft","Sweaters",55.255,"Summer","Adult","Round-Top",0,2
"bad66b2848e0cbb","PineAndFern","Miscellaneous",38.59,"Summer","Adult","Top Covers",1,1
"bae033f0e373b89","VisionMakers","Outerwear",70.63,"Summer","Adult","Light Outer",1,5
"baf1a8923e00550","PeakStyles","Button-Ups",50.97,"Winter","Adult","Business Long-Sleeve",1,4
"baf6cd5189508ba","OrchardM","Trousers",59.72,"Winter","Adult","Business Bottoms",1,1
"baf8f3fb53581ce","others","Trousers",49.14,"Summer","Petite","Mini Pants",0,1
"baf9f5c7ae8564e","CanvasCraft","Sweaters",54,"Summer","Adult","Warm Top",0,1
"bafa9ff435bc1db","MetroMaven","Tops",46.913,"Winter","Adult","Quick-Sleeve Top",0,4
"bafafc505a8f1e8","WineThread","Outerwear",62.96,"Summer","Adult","Light Outer",0,4
"bafd8c4266adf0a","SkyWing","Tops",42.656,"Winter","Adult","Quick-Sleeve Top",0,5
"bb0b0a9f1749cde","OldVine Styles","Button-Ups",52.578,"Winter","Petite","Relaxed Long-Sleeve",0,5
"bb0d03c449f0eef","OldVine Styles","Sweaters",55.264,"Winter","Petite","High-Neck",0,5
"bb0e28891efce58","SpeedThreads","Button-Ups",53.99,"Summer","Adult","Relaxed Short-Sleeve",0,6
"bb1e55ac7f7f5bd","CanvasCraft","Trousers",52.578,"Summer","Adult","Mini Pants",1,9
"bb221216aef3ff5","PlaidCrafters","Sweaters",57.452,"Winter","Adult","Seafarer Top",0,5
"bb2dca1d9020ca3","HarborTrend","Outerwear",60.12,"Summer","Adult","Core Warmer",0,4
"bb311ac97c19a84","SkyWing","Button-Ups",54.002,"Winter","Adult","Relaxed Long-Sleeve",0,5
"bb34318a1d17c77","ChillCube","Sweaters",59.295,"Winter","Adult","Round-Top",0,4
"bb37b81031f76d2","SkyWing","Tops",42.663,"Summer","Adult","Quick-Sleeve Top",0,6
"bb3f821ef174154","BlueRidge","Tops",46.92,"Winter","Adult","Quick-Sleeve Top",0,5
"bb443980142161a","RhythmWear","Tops",52.58,"Winter","Adult","Quick-Sleeve Top",0,5
"bb479141723d32e","PineAndFern","Sweaters",51.807,"Winter","Adult","Hood Top",0,4
"bb4d54dc2d8825d","SkyWing","Tops",50.97,"Summer","Adult","Sporty Short-Sleeve",0,5
"bb4fff6edd9d849","DarkHarbor","Sweaters",52.58,"Summer","Petite","Warm Top",0,1
"bb539b4b7e7e212","ChillCube","Tops",52.572,"Summer","Adult","Quick-Sleeve Top",0,4
"bb5a6900d6e6941","BoxMix","Footwear",65.255,"Winter","Adult","Walkers",1,6
"bb5dc33d8c259de","MoonWear","Button-Ups",55.258,"Winter","Adult","Relaxed Long-Sleeve",0,4
"bb64076f6c7dbe5","MeadowMaster","Sweaters",60.045,"Summer","Adult","Hood Top",0,4
"bb72bd4480ddbf3","SkyWing","Miscellaneous",42.67,"Summer","Adult","Top Covers",1,1
"bb74d5af2814134","OceanSketch Elite","Button-Ups",50.968,"Winter","Petite","Hip Long-Sleeve",0,4
"bb7aea385de6df5","HatMasters","Miscellaneous",52.423,"Winter","Adult","Top Covers",1,3
"bb7b808962f356f","BlueRidge","Outerwear",71.898,"Winter","Adult","Cold Shield",0,4
"bb7eb93409c237c","BlueRiver Co.","Blazers",70.292,"Summer","Petite","Mixable Jacket",1,6
"bb7f9915a3d9d76","PedalPrime","Footwear",58.861,"Summer","Adult","Walkers",1,7
"bb827349838089b","OceanSketch Elite","Button-Ups",50.974,"Summer","Petite","Hip Long-Sleeve",0,5
"bb83f240dc4cc2f","ChillCube","Tops",53.988,"Summer","Adult","Sporty Short-Sleeve",0,5
"bb8b115707eae5d","ChillCube","Tops",57.444,"Summer","Adult","Sporty Short-Sleeve",0,5
"bb9185b4a614d96","Blend&Woven","Sweaters",55.252,"Winter","Adult","Round-Top",0,4
"bb929f76a56873c","OldVine Styles","Trousers",49.129,"Summer","Petite","Mini Pants",1,7
"bb9792e4d2cc0ec","LunarLuxe","Tops",50.97,"Winter","Adult","Sporty Short-Sleeve",0,6
"bb99d90ccd853e4","RefreshStyles","Footwear",63.574,"Winter","Adult","Fancy Feet",1,5
"bb9a60db06aa841","CanvasCraft","Outerwear",73.83,"Winter","Adult","Extended Cover",0,4
"bb9cdc41d52d764","Blend&Woven","Sweaters",57.445,"Winter","Adult","Warm Top",0,4
"bb9deabfeb453b2","SkyWing","Sweaters",53.998,"Summer","Adult","Hood Top",0,5
"bb9e090269eaf48","BuilderStyles","High-End Items",60.9,"Summer","End Items","Lounge Pants",1,6
"bba5c7fd2e6689f","HarborTrend","Sweaters",58.404,"Winter","Adult","Seafarer Top",0,5
"bba898eb598b2ee","CanvasCraft","Outerwear",60.123,"Summer","Adult","Light Outer",1,3
"bbad3c05d130606","BlueRiver Co.","Trousers",60.124,"Winter","Petite","Mixable Bottoms",1,5
"bbaeb88c22cdd00","BlueRiver Co.","Tops",55.253,"Summer","Petite","Sporty Long-Sleeve",1,7
"bbb58fb3ab286c7","LunarLuxe","Sweaters",55.258,"Winter","Adult","Hood Top",0,4
"bbbf0b626ed8428","SnowPeak","Miscellaneous",50.975,"Winter","Adult","Top Covers",0,2
"bbc870941f95d2e","CanvasCraft","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,2
"bbc9463e8c602dc","LookSee","Footwear",56.937,"Summer","Adult","Walkers",1,7
"bbd7049cf61ca8c","Blend&Woven","Tops",44.242,"Summer","Adult","Quick-Sleeve Top",0,5
"bbe73bd945496d9","RhythmWear","Tops",52.592,"Winter","Adult","Quick-Sleeve Top",0,5
"bbed896d83041d0","MetroMaven","Tops",53.987,"Winter","Adult","Sporty Short-Sleeve",0,4
"bbf3707320ed118","SoftTrend","Sweaters",55.245,"Summer","Adult","Hood Top",0,4
"bbf3a5e5693c789","MetalMold","Sweaters",52.58,"Summer","Adult","Warm Top",0,5
"bbf51cfa5f01fed","CanvasCraft","Sweaters",62.96,"Winter","Adult","Waist Wrap",0,1
"bbfc5fefaaa1556","ZenithMan","Tops",56.402,"Summer","Adult","Sporty Short-Sleeve",0,4
"bbfd7a76c8700f1","DocMan","Miscellaneous",46.94,"Winter","Adult","Neck Wrap",1,1
"bbfdd87aa41aa46","FrontlineStyles","Miscellaneous",46.311,"Winter","Adult","Bling",1,1
"bc03bc6484ae581","NullLabel","Miscellaneous",49.71,"Winter","Petite","Mixed Cover",0,1
"bc077a51a91d2a4","FlashBack","Trousers",55.255,"Winter","Petite","Mixable Bottoms",1,6
"bc0d22077b0f440","BigStone","Sweaters",62.96,"Summer","Adult","Round-Top",1,4
"bc1675ab2209dcd","SoftTrend","Sweaters",62.312,"Summer","Adult","Seafarer Top",0,4
"bc1c4f8ca2fd193","IvyCraft","Miscellaneous",53.98,"Winter","Adult","Tie-Up",1,1
"bc1efc9d506fbbd","MoonWear","Trousers",59.296,"Summer","Adult","Lounge Pants",1,5
"bc221df65350eaf","CanvasCraft","Button-Ups",53.996,"Winter","Adult","Relaxed Long-Sleeve",0,5
"bc276591fa2f1b8","OceanSketch Elite","Button-Ups",50.974,"Summer","Petite","Hip Long-Sleeve",0,5
"bc2d7bbdb60b063","BlueRidge","Sweaters",57.442,"Winter","Adult","Warm Top",0,5
"bc2f2ef57483783","DarkHarbor","Sweaters",57.445,"Winter","Petite","Hood Top",0,6
"bc31c399ec634b4","OldVine Styles","High-End Items",62.961,"Summer","End Items","Formal Jacket",1,10
"bc36bc31a91a472","others","Sweaters",53.996,"Winter","Adult","Warm Top",0,5
"bc3d43a138026a1","EchoStyles","Trousers",59.214,"Summer","Adult","Business Bottoms",1,7
"bc41c737791a744","EchoStyles","Sweaters",59.21,"Winter","Adult","Round-Top",0,4
"bc433d8e93566a6","MetalMold","Sweaters",55.264,"Summer","Adult","Round-Top",0,5
"bc45c5999b0a9a5","PineAndFern","Tops",49.125,"Summer","Adult","Sporty Short-Sleeve",0,4
"bc489f1a2ff3a08","SkyWing","Sweaters",52.58,"Winter","Adult","Round-Top",0,5
"bc519575d7292f2","SnowPeak","Outerwear",71.9,"Summer","Adult","Puff Jacket",0,5
"bc5915e7e0d30c3","SkyWing","Sweaters",50.98,"Summer","Adult","Warm Top",0,5
"bc5cf3e450b3ccf","CanvasCraft","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,1
"bc5f541f5989ba1","DarkHarbor","Trousers",52.577,"Summer","Petite","Mini Pants",1,6
"bc5fe133f5fa682","MetalMold","Sweaters",55.268,"Summer","Adult","Round-Top",0,5
"bc6060bc858ffea","BlueRiver Co.","Sweaters",61.62,"Winter","Petite","Waist Wrap",0,5
"bc78c5c6cd323e4","SkyGuard","Trousers",49.11,"Summer","Adult","Mini Pants",0,4
"bc78deddb167487","LunarLuxe","Tops",50.978,"Summer","Adult","Sporty Short-Sleeve",0,5
"bc7993c248464b8","FrontlineStyles","Outerwear",62.962,"Summer","Adult","Light Outer",0,5
"bc7c8a5b96ead16","KickStar","Sweaters",53.988,"Summer","Adult","Waist Wrap",0,5
"bc7e4d546517c67","DarkHarbor","Tops",50.978,"Summer","Petite","Sporty Short-Sleeve",0,6
"bc873d0a90cf8e8","SkyWing","Tops",46.933,"Summer","Adult","Quick-Sleeve Top",0,3
"bc8b6f75cb18dc0","MetroMaven","Footwear",55.252,"Summer","Adult","Walkers",1,5
"bc90c1709bee53d","TurboTrend","Footwear",56.397,"Summer","Adult","Fancy Feet",1,6
"bc9e87b3ed2174d","CanvasCraft","Sweaters",53.99,"Winter","Adult","Plunge Top",1,1
"bca28707bdda80e","RavenRock","Footwear",62.307,"Winter","Adult","Walkers",1,7
"bca399f4eac869e","TargetStyles","Trousers",52.577,"Winter","Petite","Business Bottoms",1,7
"bca93adf41e3fa4","OldVine Styles","Tops",52.576,"Summer","Petite","Sporty Short-Sleeve",0,5
"bcabdf318bdf7af","PlaidCrafters","Outerwear",66.26,"Summer","Adult","Light Outer",0,5
"bcad295d1871d82","others","Tops",49.133,"Summer","Petite","Sporty Short-Sleeve",0,6
"bcb061fe22d0478","MoonWear","Trousers",58.41,"Summer","Adult","Lounge Pants",1,5
"bcba934dfe372bd","AzureStone","Outerwear",70.96,"Winter","Adult","Puff Jacket",1,5
"bcbd63a213d0c23","Blend&Woven","Trousers",58.404,"Summer","Adult","Blue Threads",1,11
